ItemNumberorderableSKU,Description,Vendor,OEM,OEMPartNumber,ConditionCode,QOH,InStock,LeadTime,InventoryID,RefNoteID,Attribute,RefNoteID_2,Attribute_2,InventoryID_2,Subitem,Warehouse,Location,InventoryID_3,Subitem_2,Warehouse_2,RefNoteID_3,Attribute_3,InventoryID_4,Currency,ReplClass,InventoryID_5,CuryID,Warehouse_3,LocationID,RefNoteID_4,Attribute_4
2282,Masimo LNOP MP12 to Philips IntelliVue SpO2 Extension Cable (12 ft),Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2285,New OEM,52.000000,Y,1-5 days,2282,002907d1-6864-ea11-817b-a9605c8569c6,MANUFACTUR,002907d1-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2282,0,APM MAIN,F05C1,2282,0,APM MAIN,002907d1-6864-ea11-817b-a9605c8569c6,PARTGROUP,2282,USD,PURCHASE,69407,USD,APM MAIN,F05C1,002907d1-6864-ea11-817b-a9605c8569c6,PSAPMPART
2285,Masimo LNCS to LNCS SpO2 Extension Cable (4 ft),Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2286,New OEM,4.000000,Y,1-5 days,2285,132907d1-6864-ea11-817b-a9605c8569c6,MANUFACTUR,132907d1-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2285,0,APM MAIN,F05C1,2285,0,APM MAIN,132907d1-6864-ea11-817b-a9605c8569c6,PARTGROUP,2285,USD,PURCHASE,69408,USD,APM MAIN,F05C1,132907d1-6864-ea11-817b-a9605c8569c6,PSAPMPART
2336,Masimo LNCS Series to Spacelabs SpO2 Extension Cable,Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2345,New OEM,1.000000,Y,1-5 days,2336,da150dd7-6864-ea11-817b-a9605c8569c6,MANUFACTUR,da150dd7-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2336,0,APM MAIN,F05C1,2336,0,APM MAIN,da150dd7-6864-ea11-817b-a9605c8569c6,PARTGROUP,2336,USD,PURCHASE,69437,USD,APM MAIN,F05C1,da150dd7-6864-ea11-817b-a9605c8569c6,PSAPMPART
2345,"Masimo SET LNCS SENSOR TRAINING KIT, MASIMO",Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2364,New OEM,8.000000,Y,1-5 days,2345,8877b27f-38a6-ea11-817d-fadf9b67cb3d,MANUFACTUR,8877b27f-38a6-ea11-817d-fadf9b67cb3d,MFGPARTNO,2345,0,APM MAIN,F05E1,2345,0,APM MAIN,8877b27f-38a6-ea11-817d-fadf9b67cb3d,PARTGROUP,2345,USD,PURCHASE,87340,USD,APM MAIN,F05E1,8877b27f-38a6-ea11-817d-fadf9b67cb3d,PSAPMPART
2364,Masimo LNCS Spot Check SpO2 Extension Cable,Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2365,New OEM,7.000000,Y,1-5 days,2364,61160dd7-6864-ea11-817b-a9605c8569c6,MANUFACTUR,61160dd7-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2364,0,APM MAIN,F05C1,2364,0,APM MAIN,61160dd7-6864-ea11-817b-a9605c8569c6,PARTGROUP,2364,USD,PURCHASE,69444,USD,APM MAIN,F05C1,61160dd7-6864-ea11-817b-a9605c8569c6,PSAPMPART
2365,"Masimo SET LNC-01 SpO2 Patient Extension Adapter Cable 6"" Red 20 Pin Connector to LNCS 9 Pin (OEM New)",Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2368,New OEM,2.000000,Y,1-5 days,2365,75160dd7-6864-ea11-817b-a9605c8569c6,MANUFACTUR,75160dd7-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2365,0,APM MAIN,F05C1,2365,0,APM MAIN,75160dd7-6864-ea11-817b-a9605c8569c6,PARTGROUP,2365,USD,PURCHASE,69445,USD,APM MAIN,F05C1,75160dd7-6864-ea11-817b-a9605c8569c6,PSAPMPART
2368,Masimo Rainbow SET Tester,Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2411,New OEM,9.000000,Y,1-5 days,2368,9b160dd7-6864-ea11-817b-a9605c8569c6,MANUFACTUR,9b160dd7-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2368,0,APM MAIN,F05C1,2368,0,APM MAIN,9b160dd7-6864-ea11-817b-a9605c8569c6,PARTGROUP,2368,USD,PURCHASE,69447,USD,APM MAIN,F05C1,9b160dd7-6864-ea11-817b-a9605c8569c6,PSAPMPART
2432,Masimo LNCS-SL-10 to Spacelabs SpO2 Extension Cable (10 ft) (Avante P/N NXSN9027),Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2501,New OEM,1.000000,Y,1-5 days,2432,18180dd7-6864-ea11-817b-a9605c8569c6,MANUFACTUR,18180dd7-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2432,0,APM MAIN,F05C1,2432,0,APM MAIN,18180dd7-6864-ea11-817b-a9605c8569c6,PARTGROUP,2432,USD,PURCHASE,69467,USD,APM MAIN,F05C1,18180dd7-6864-ea11-817b-a9605c8569c6,PSAPMPART
2501,Masimo M-LNCS Adult SpO2 Sensor (3 ft) (Avante P/N NHMA1011),Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2502,New OEM,9.000000,Y,1-5 days,2501,afa109dd-6864-ea11-817b-a9605c8569c6,MANUFACTUR,afa109dd-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2501,0,APM MAIN,F05D1,2501,0,APM MAIN,afa109dd-6864-ea11-817b-a9605c8569c6,PARTGROUP,2501,USD,PURCHASE,69480,USD,APM MAIN,F05D1,afa109dd-6864-ea11-817b-a9605c8569c6,PSAPMPART
2502,Masimo M-LNCS Pediatric Slender SpO2 Sensor (3 ft),Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2504,New OEM,4.000000,Y,1-5 days,2502,c3a109dd-6864-ea11-817b-a9605c8569c6,MANUFACTUR,c3a109dd-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2502,0,APM MAIN,F05B1,2502,0,APM MAIN,c3a109dd-6864-ea11-817b-a9605c8569c6,PARTGROUP,2502,USD,PURCHASE,69481,USD,APM MAIN,F05B1,c3a109dd-6864-ea11-817b-a9605c8569c6,PSAPMPART
2504,Masimo M-LNCS Adult Transflectance Forehead SpO2 Sensor (3 ft),Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2505,New OEM,1.000000,Y,1-5 days,2504,e9a109dd-6864-ea11-817b-a9605c8569c6,MANUFACTUR,e9a109dd-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2504,0,APM MAIN,F05B1,2504,0,APM MAIN,e9a109dd-6864-ea11-817b-a9605c8569c6,PARTGROUP,2504,USD,PURCHASE,69483,USD,APM MAIN,F05B1,e9a109dd-6864-ea11-817b-a9605c8569c6,PSAPMPART
2508,Masimo M-LNCS Adult Disposable SpO2 Sensors (Box of 20),Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2510,New OEM,4.000000,Y,1-5 days,2508,22a209dd-6864-ea11-817b-a9605c8569c6,MANUFACTUR,22a209dd-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2508,0,APM MAIN,F05A1,2508,0,APM MAIN,22a209dd-6864-ea11-817b-a9605c8569c6,PARTGROUP,2508,USD,PURCHASE,69486,USD,APM MAIN,F05A1,22a209dd-6864-ea11-817b-a9605c8569c6,PSAPMPART
2524,Masimo M-LNCS SpO2 Extension Cable (4 ft),Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2525,New OEM,1.000000,Y,1-5 days,2524,54a309dd-6864-ea11-817b-a9605c8569c6,MANUFACTUR,54a309dd-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2524,0,APM MAIN,F05B1,2524,0,APM MAIN,54a309dd-6864-ea11-817b-a9605c8569c6,PARTGROUP,2524,USD,PURCHASE,69502,USD,APM MAIN,F05B1,54a309dd-6864-ea11-817b-a9605c8569c6,PSAPMPART
2533,Masimo SET M-LNC-10-GE SpO2 Patient Extension Adapter Cable M-LNCS to GE Marquette 11 Pin Connector (OEM New),Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2534,New OEM,1.000000,Y,1-5 days,2533,8da309dd-6864-ea11-817b-a9605c8569c6,MANUFACTUR,8da309dd-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2533,0,APM MAIN,F05B1,2533,0,APM MAIN,8da309dd-6864-ea11-817b-a9605c8569c6,PARTGROUP,2533,USD,PURCHASE,69505,USD,APM MAIN,F05B1,8da309dd-6864-ea11-817b-a9605c8569c6,PSAPMPART
2655,Masimo M-LNCS to GE Marquette SpO2 Extension Cable (4 ft),Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2714,New OEM,8.000000,Y,1-5 days,2655,5a540de3-6864-ea11-817b-a9605c8569c6,MANUFACTUR,5a540de3-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2655,0,APM MAIN,F05B1,2655,0,APM MAIN,5a540de3-6864-ea11-817b-a9605c8569c6,PARTGROUP,2655,USD,PURCHASE,69546,USD,APM MAIN,F05B1,5a540de3-6864-ea11-817b-a9605c8569c6,PSAPMPART
2714,Masimo LNC SL-10 SpO2 Extension Cable,Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2750,New OEM,9.000000,Y,1-5 days,2714,a6540de3-6864-ea11-817b-a9605c8569c6,MANUFACTUR,a6540de3-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2714,0,APM MAIN,F05B1,2714,0,APM MAIN,a6540de3-6864-ea11-817b-a9605c8569c6,PARTGROUP,2714,USD,PURCHASE,69550,USD,APM MAIN,F05B1,a6540de3-6864-ea11-817b-a9605c8569c6,PSAPMPART
2831,Masimo M-LNCS to IntelliVue Masimo SET or IntelliVue Philips FAST SpO2 Extension Cable (Replaced 2748) (OEM New),Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2858,New OEM,11.000000,Y,1-5 days,2831,f1f204e9-6864-ea11-817b-a9605c8569c6,MANUFACTUR,f1f204e9-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2831,0,APM MAIN,F05B1,2831,0,APM MAIN,f1f204e9-6864-ea11-817b-a9605c8569c6,PARTGROUP,2831,USD,PURCHASE,69563,USD,APM MAIN,F05B1,f1f204e9-6864-ea11-817b-a9605c8569c6,PSAPMPART
2858,Masimo Adapter Cable for M-LNCS Sensors to Masimo SET Patient Cables (OEM New),Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2918,New OEM,10.000000,Y,1-5 days,2858,17f304e9-6864-ea11-817b-a9605c8569c6,MANUFACTUR,17f304e9-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2858,0,APM MAIN,F05B1,2858,0,APM MAIN,17f304e9-6864-ea11-817b-a9605c8569c6,PARTGROUP,2858,USD,PURCHASE,69565,USD,APM MAIN,F05B1,17f304e9-6864-ea11-817b-a9605c8569c6,PSAPMPART
2918,Masimo LNCS Adult Disposable SpO2 Ear Sensor (3 ft),Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,2919,New OEM,1.000000,Y,1-5 days,2918,d0f404e9-6864-ea11-817b-a9605c8569c6,MANUFACTUR,d0f404e9-6864-ea11-817b-a9605c8569c6,MFGPARTNO,2918,0,APM MAIN,STAGED INV,2918,0,APM MAIN,d0f404e9-6864-ea11-817b-a9605c8569c6,PARTGROUP,2918,USD,PURCHASE,69588,USD,APM MAIN,STAGED INV,d0f404e9-6864-ea11-817b-a9605c8569c6,PSAPMPART
330084-C,"(Kit) Quick Connect Adapter, Y(NBFFPM3T-Y), (2) Male Submin (NBFFPM17) (10pack)(New Replacement)",Avante Health Solutions (APM-PATIENT MONITORING),Baxter,35162,New Aftermarket,18.000000,Y,1-5 days,330084-C,c3a8936b-9261-ef11-835b-121089124341,MANUFACTUR,c3a8936b-9261-ef11-835b-121089124341,MFGPARTNO,330084-C,0,APM MAIN,F06F1,330084-C,0,APM MAIN,c3a8936b-9261-ef11-835b-121089124341,PARTGROUP,330084-C,USD,PURCHASE,167613,USD,APM MAIN,F06F1,c3a8936b-9261-ef11-835b-121089124341,PSAPMPART
35701FS-C,Baxter Sigma Spectrum Rear Case (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Baxter,36010,New Aftermarket,80.000000,Y,1-5 days,35701FS-C,751a4071-5351-ed11-8189-12e75f4d5d6d,MANUFACTUR,751a4071-5351-ed11-8189-12e75f4d5d6d,MFGPARTNO,35701FS-C,0,APM MAIN,E10B2,35701FS-C,0,APM MAIN,751a4071-5351-ed11-8189-12e75f4d5d6d,PARTGROUP,35701FS-C,USD,PURCHASE,158246,USD,APM MAIN,E10H1,751a4071-5351-ed11-8189-12e75f4d5d6d,PSAPMPART
3630,Masimo OEM 3630 RED 25 Pin LNC-4 to LNCS SPO2 Extension Cable - 4 ft.,Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,3639,New OEM,8.000000,Y,1-5 days,3630,e79ee912-6964-ea11-817b-a9605c8569c6,MANUFACTUR,e79ee912-6964-ea11-817b-a9605c8569c6,MFGPARTNO,3630,0,APM MAIN,TESTING,3630,0,APM MAIN,e79ee912-6964-ea11-817b-a9605c8569c6,PARTGROUP,3630,USD,PURCHASE,69842,USD,APM MAIN,TESTING,e79ee912-6964-ea11-817b-a9605c8569c6,PSAPMPART
4051,Masimo OEM 4051 RD Set DCI-P Pediatric SpO2 Finger Sensor,Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,4053,New OEM,42.000000,Y,1-5 days,4051,7b7de41e-6964-ea11-817b-a9605c8569c6,MANUFACTUR,7b7de41e-6964-ea11-817b-a9605c8569c6,MFGPARTNO,4051,0,APM MAIN,F05B1,4051,0,APM MAIN,7b7de41e-6964-ea11-817b-a9605c8569c6,PARTGROUP,4051,USD,PURCHASE,69927,USD,APM MAIN,F05B1,7b7de41e-6964-ea11-817b-a9605c8569c6,PSAPMPART
4085,Masimo OEM 4085 RD Set GE-12 GE 12ft Extension Cable (Avante P/N NXMA4504),Avante Health Solutions (APM-PATIENT MONITORING),MASIMO,4545,New OEM,6.000000,Y,1-5 days,4085,1631ef24-6964-ea11-817b-a9605c8569c6,MANUFACTUR,1631ef24-6964-ea11-817b-a9605c8569c6,MFGPARTNO,4085,0,APM MAIN,F05A1,4085,0,APM MAIN,1631ef24-6964-ea11-817b-a9605c8569c6,PARTGROUP,4085,USD,PURCHASE,69942,USD,APM MAIN,F05A1,1631ef24-6964-ea11-817b-a9605c8569c6,PSAPMPART
451261024491-C,"Philips M3012A C.O, P/T, P/T Front Bezel (New Replacement)",Avante Health Solutions (APM-PATIENT MONITORING),Philips,453563464761_,New Aftermarket,12.000000,Y,1-5 days,451261024491-C,0834e453-faa6-ec11-8180-12e75f4d5d6d,MANUFACTUR,0834e453-faa6-ec11-8180-12e75f4d5d6d,MFGPARTNO,451261024491-C,0,APM MAIN,E12D2,451261024491-C,0,APM MAIN,0834e453-faa6-ec11-8180-12e75f4d5d6d,PARTGROUP,451261024491-C,USD,PURCHASE,152486,USD,APM MAIN,E12D2,0834e453-faa6-ec11-8180-12e75f4d5d6d,PSAPMPART
453564008031,Philips 12V UPC Interconnect Cable,Avante Health Solutions (APM-PATIENT MONITORING),,,Refurbished,3.000000,Y,1-5 days,453564008031,,,,,453564008031,0,APM MAIN,D07D1,453564008031,0,APM MAIN,62692743-6964-ea11-817b-a9605c8569c6,PARTGROUP,453564008031,USD,PURCHASE,70122,USD,APM MAIN,D07D1,62692743-6964-ea11-817b-a9605c8569c6,PSAPMPART
453564095831,Philips IntelliVue MP40 MP50 Navigation Speed Point Controller KBD Silicon Button Keys,Avante Health Solutions (APM-PATIENT MONITORING),,,Refurbished,54.000000,Y,1-5 days,453564095831,,,,,453564095831,0,APM MAIN,D11C1,453564095831,0,APM MAIN,3e5d204f-6964-ea11-817b-a9605c8569c6,PARTGROUP,453564095831,USD,PURCHASE,70192,USD,APM MAIN,D11C1,3e5d204f-6964-ea11-817b-a9605c8569c6,PSAPMPART
453564187321,Philips IntelliVue M3001A MMS Module Lower Bottom Case Housing HW C (Refurbished),Avante Health Solutions (APM-PATIENT MONITORING),Avante,453564188471_,Refurbished,82.000000,Y,1-5 days,453564187321,61da2f55-6964-ea11-817b-a9605c8569c6,MANUFACTUR,61da2f55-6964-ea11-817b-a9605c8569c6,MFGPARTNO,453564187321,0,APM MAIN,C08D1,453564187321,0,APM MAIN,61da2f55-6964-ea11-817b-a9605c8569c6,PARTGROUP,453564187321,USD,PURCHASE,70253,USD,APM MAIN,C08D1,61da2f55-6964-ea11-817b-a9605c8569c6,PSAPMPART
453564188471-C,Philips IntelliVue MP40 MP50 M3001A MMS Module Snap Lock Retainer Clip Holders 5 Pack (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,453564188471-S,New Aftermarket,389.000000,Y,1-5 days,453564188471-C,08fb6427-ad34-eb11-8184-1296c0afa970,MANUFACTUR,08fb6427-ad34-eb11-8184-1296c0afa970,MFGPARTNO,453564188471-C,0,APM MAIN,F12A3,453564188471-C,0,APM MAIN,08fb6427-ad34-eb11-8184-1296c0afa970,PARTGROUP,453564188471-C,USD,PURCHASE,136800,USD,APM MAIN,F12A3,08fb6427-ad34-eb11-8184-1296c0afa970,PSAPMPART
453564188471-C-S,Philips IntelliVue MP40 MP50 M3001A MMS Module Snap Lock Retainer Clip Holder (Compatible) (Single),Avante Health Solutions (APM-PATIENT MONITORING),Philips,453564189891_,New Aftermarket,30.000000,Y,1-5 days,453564188471-C-S,0a17ea17-ae34-eb11-8184-1296c0afa970,MANUFACTUR,0a17ea17-ae34-eb11-8184-1296c0afa970,MFGPARTNO,453564188471-C-S,0,APM MAIN,F12D2,453564188471-C-S,0,APM MAIN,0a17ea17-ae34-eb11-8184-1296c0afa970,PARTGROUP,453564188471-C-S,USD,PURCHASE,136801,USD,APM MAIN,F12D2,0a17ea17-ae34-eb11-8184-1296c0afa970,PSAPMPART
453564270061-C,Philips M3015B Opt. C08 Front Bezel (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,453564270591,New Aftermarket,17.000000,Y,1-5 days,453564270061-C,7d3ca270-139b-ec11-817f-12e75f4d5d6d,MANUFACTUR,7d3ca270-139b-ec11-817f-12e75f4d5d6d,MFGPARTNO,453564270061-C,0,APM MAIN,E12D2,453564270061-C,0,APM MAIN,7d3ca270-139b-ec11-817f-12e75f4d5d6d,PARTGROUP,453564270061-C,USD,PURCHASE,152075,USD,APM MAIN,E12D2,7d3ca270-139b-ec11-817f-12e75f4d5d6d,PSAPMPART
453564270591,Philips IntelliVue M3001A MMS Module Lower Bottom Case Housing HW A or B,Avante Health Solutions (APM-PATIENT MONITORING),Philips,453564315151-,Refurbished,35.000000,Y,1-5 days,453564270591,a2272061-6964-ea11-817b-a9605c8569c6,MANUFACTUR,a2272061-6964-ea11-817b-a9605c8569c6,MFGPARTNO,453564270591,0,APM MAIN,C08D1,453564270591,0,APM MAIN,a2272061-6964-ea11-817b-a9605c8569c6,PARTGROUP,453564270591,USD,PURCHASE,70322,USD,APM MAIN,C08D1,a2272061-6964-ea11-817b-a9605c8569c6,PSAPMPART
453564423411-N,Philips Avalon CL 866076 US Ultrasound Transducer Wireless (New OEM),Avante Health Solutions (APM-PATIENT MONITORING),Philips,453564423421/866075,New OEM,4.000000,Y,1-5 days,453564423411-N,71dad32b-38a6-ea11-817d-fadf9b67cb3d,MANUFACTUR,71dad32b-38a6-ea11-817d-fadf9b67cb3d,MFGPARTNO,453564423411-N,0,APM MAIN,E08A2,453564423411-N,0,APM MAIN,71dad32b-38a6-ea11-817d-fadf9b67cb3d,PARTGROUP,453564423411-N,USD,PURCHASE,86649,USD,APM MAIN,E08A2,71dad32b-38a6-ea11-817d-fadf9b67cb3d,PSAPMPART
453564423421-N,Philips Avalon CL 866075 Toco+ MP Wireless Transducer (New OEM),Avante Health Solutions (APM-PATIENT MONITORING),Philips,453564660181_,New OEM,15.000000,Y,1-5 days,453564423421-N,6238ba78-f664-ea11-817b-a9605c8569c6,MANUFACTUR,6238ba78-f664-ea11-817b-a9605c8569c6,MFGPARTNO,453564423421-N,0,APM MAIN,E08B2,453564423421-N,0,APM MAIN,6238ba78-f664-ea11-817b-a9605c8569c6,PARTGROUP,453564423421-N,USD,PURCHASE,76037,USD,APM MAIN,E08B2,6238ba78-f664-ea11-817b-a9605c8569c6,PSAPMPART
453564660181-N,Philips IntelliVue MX100 X3 Main Circuit Board PCB (New OEM),Avante Health Solutions (APM-PATIENT MONITORING),Philips,453564675711_,New OEM,1.000000,Y,1-5 days,453564660181-N,2da32478-37a6-ea11-817d-fadf9b67cb3d,MANUFACTUR,2da32478-37a6-ea11-817d-fadf9b67cb3d,MFGPARTNO,453564660181-N,0,APM MAIN,F11H1,453564660181-N,0,APM MAIN,2da32478-37a6-ea11-817d-fadf9b67cb3d,PARTGROUP,453564660181-N,USD,PURCHASE,85231,USD,APM MAIN,F11H1,2da32478-37a6-ea11-817d-fadf9b67cb3d,PSAPMPART
453564673641,"Philips IntelliVue MX100 or X3 Patient Monitor Connector Block for Units with A01 FAST SpO2, ECG, NiBP, & C06 for IBP & Temperature (Unfinished)",Avante Health Solutions (APM-PATIENT MONITORING),,,Refurbished,1.000000,Y,1-5 days,453564673641,,,,,453564673641,0,APM MAIN,HVI CAGE,453564673641,0,APM MAIN,5612afb7-5d91-eb11-8174-12e75f4d5d6d,PARTGROUP,453564673641,USD,PURCHASE,139129,USD,APM MAIN,HVI CAGE,5612afb7-5d91-eb11-8174-12e75f4d5d6d,PSAPMPART
453564681031-N,Philips IntelliVue MX Series Dock MSL Connector Assembly (New OEM),Avante Health Solutions (APM-PATIENT MONITORING),Philips,453564705311_,New OEM,1.000000,Y,1-5 days,453564681031-N,1c2969ff-cf72-eb11-8173-12e75f4d5d6d,MANUFACTUR,1c2969ff-cf72-eb11-8173-12e75f4d5d6d,MFGPARTNO,453564681031-N,0,APM MAIN,F11F2,453564681031-N,0,APM MAIN,1c2969ff-cf72-eb11-8173-12e75f4d5d6d,PARTGROUP,453564681031-N,USD,PURCHASE,138369,USD,APM MAIN,F11F2,1c2969ff-cf72-eb11-8173-12e75f4d5d6d,PSAPMPART
453564705311-S-N,"Philips IntelliVue MX100 or X3 Patient Monitor Connector Side Bezel for Units with FAST SpO2, ECG, NiBP, IBP, & Temperature (A01C06) (Text) (Single) (OEM New)",Avante Health Solutions (APM-PATIENT MONITORING),Avante,49000204,New OEM,8.000000,Y,1-5 days,453564705311-S-N,1550a047-9671-ed11-818a-12e75f4d5d6d,MANUFACTUR,1550a047-9671-ed11-818a-12e75f4d5d6d,MFGPARTNO,453564705311-S-N,0,APM MAIN,F12E2,453564705311-S-N,0,APM MAIN,1550a047-9671-ed11-818a-12e75f4d5d6d,PARTGROUP,453564705311-S-N,USD,PURCHASE,159015,USD,APM MAIN,F12E2,1550a047-9671-ed11-818a-12e75f4d5d6d,PSAPMPART
49000204-C,Alaris 8100 Infusion Pump Module Bezel Assembly (49000270)(New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Alaris,49000322-2,New Aftermarket,582.000000,Y,1-5 days,49000204-C,7cb08145-653a-eb11-8184-1296c0afa970,MANUFACTUR,7cb08145-653a-eb11-8184-1296c0afa970,MFGPARTNO,49000204-C,0,APM MAIN,F13I1,49000204-C,0,APM MAIN,7cb08145-653a-eb11-8184-1296c0afa970,PARTGROUP,49000204-C,USD,PURCHASE,136987,USD,APM MAIN,F13I1,7cb08145-653a-eb11-8184-1296c0afa970,PSAPMPART
49000322-2,Alaris 8100 Infusion Pump Module Platen Hinge Spring Assembly (Refurbished),Avante Health Solutions (APM-PATIENT MONITORING),Avante,49000500,Refurbished,4.000000,Y,1-5 days,49000322-2,b9962073-6964-ea11-817b-a9605c8569c6,MANUFACTUR,b9962073-6964-ea11-817b-a9605c8569c6,MFGPARTNO,49000322-2,0,APM MAIN,C09A1,49000322-2,0,APM MAIN,b9962073-6964-ea11-817b-a9605c8569c6,PARTGROUP,49000322-2,USD,PURCHASE,70425,USD,APM MAIN,C09A1,b9962073-6964-ea11-817b-a9605c8569c6,PSAPMPART
49000500-C,BD Alaris 8015 Point of Care Unit PCU Rear Back Case Cover Blue (New Style)(New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Avante,5923790/5835030,New Aftermarket,5.000000,Y,1-5 days,49000500-C,c9df0baa-9060-ef11-835b-121089124341,MANUFACTUR,c9df0baa-9060-ef11-835b-121089124341,MFGPARTNO,49000500-C,0,APM MAIN,F13H1,49000500-C,0,APM MAIN,c9df0baa-9060-ef11-835b-121089124341,PARTGROUP,49000500-C,USD,PURCHASE,167592,USD,APM MAIN,F13H1,c9df0baa-9060-ef11-835b-121089124341,PSAPMPART
5835030-C,GE Carescape VC150 Patient Monitor Lithium Ion Battery (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),GE,5923790/5835030,New Aftermarket,2.000000,Y,1-5 days,5835030-C,7490069a-bc87-ed11-818b-12e75f4d5d6d,MANUFACTUR,7490069a-bc87-ed11-818b-12e75f4d5d6d,MFGPARTNO,5835030-C,0,APM MAIN,F08B1,5835030-C,0,APM MAIN,7490069a-bc87-ed11-818b-12e75f4d5d6d,PARTGROUP,5835030-C,USD,PURCHASE,159467,USD,APM MAIN,F08B1,7490069a-bc87-ed11-818b-12e75f4d5d6d,PSAPMPART
733382-HEL-S-N,GE Datex-Ohmeda E-MiniC Insulation Tube 300mm +/- 10mm Nafion Barb Fittings (New OEM),Avante Health Solutions (APM-PATIENT MONITORING),Avante,809061,New OEM,22.000000,Y,1-5 days,733382-HEL-S-N,06cb2ba3-6964-ea11-817b-a9605c8569c6,MANUFACTUR,06cb2ba3-6964-ea11-817b-a9605c8569c6,MFGPARTNO,733382-HEL-S-N,0,APM MAIN,E12G2,733382-HEL-S-N,0,APM MAIN,06cb2ba3-6964-ea11-817b-a9605c8569c6,PARTGROUP,733382-HEL-S-N,USD,PURCHASE,70730,USD,APM MAIN,E12G2,06cb2ba3-6964-ea11-817b-a9605c8569c6,PSAPMPART
809061-C,Alaris 8000 & 8015 PCU Point of Care Unit Power Cord Wrap (with Brass Snap) (Includes 320853 screw & 10026281 Washer) (New Replacement),Avante Health Solutions (APM-PATIENT MONITORING),Bbraun,8713112D,New Aftermarket,69.000000,Y,1-5 days,809061-C,ed10ac11-7949-ec11-817c-12e75f4d5d6d,MANUFACTUR,ed10ac11-7949-ec11-817c-12e75f4d5d6d,MFGPARTNO,809061-C,0,APM MAIN,C09C1,809061-C,0,APM MAIN,ed10ac11-7949-ec11-817c-12e75f4d5d6d,PARTGROUP,809061-C,USD,PURCHASE,149846,USD,APM MAIN,C09C1,ed10ac11-7949-ec11-817c-12e75f4d5d6d,PSAPMPART
880VT-5-N,"GenStar Suction Trap Assembly, Complete Assembly (male & female) (New OEM)",Avante Health Solutions (APM-PATIENT MONITORING),Gentec,881VR-300-OH-D,New OEM,8.000000,Y,1-5 days,880VT-5-N,a759fc1b-dc02-eb11-8181-1296c0afa970,MANUFACTUR,a759fc1b-dc02-eb11-8181-1296c0afa970,MFGPARTNO,880VT-5-N,0,APM MAIN,F09C2,880VT-5-N,0,APM MAIN,a759fc1b-dc02-eb11-8181-1296c0afa970,PARTGROUP,880VT-5-N,USD,PURCHASE,118717,USD,APM MAIN,F09C2,a759fc1b-dc02-eb11-8181-1296c0afa970,PSAPMPART
